Town Name,Vote Totals,variable,value
Voluntown,1385,La Riva and Puryear,0
Wallingford,22636,La Riva and Puryear,1
Warren,858,La Riva and Puryear,0
Washington,2082,La Riva and Puryear,0
Waterbury,33719,La Riva and Puryear,0
Waterford,10683,La Riva and Puryear,0
Watertown,11884,La Riva and Puryear,0
West Hartford,33346,La Riva and Puryear,2
West Haven,20969,La Riva and Puryear,0
Westbrook,3792,La Riva and Puryear,1
Weston,5712,La Riva and Puryear,0
Westport,15444,La Riva and Puryear,0
Wethersfield,14222,La Riva and Puryear,0
Willington,2996,La Riva and Puryear,0
Wilton,10391,La Riva and Puryear,0
Winchester,4994,La Riva and Puryear,0
Windham,8403,La Riva and Puryear,1
Windsor,16016,La Riva and Puryear,0
Windsor Locks,6146,La Riva and Puryear,0
Wolcott,9092,La Riva and Puryear,0
Woodbridge,5353,La Riva and Puryear,1
Woodbury,5930,La Riva and Puryear,3
Woodstock,4486,La Riva and Puryear,0
Andover,1908,Maldonado and Terranova,0
Ansonia,7478,Maldonado and Terranova,0
Ashford,2332,Maldonado and Terranova,0
Avon,10602,Maldonado and Terranova,0
Barkhamsted,2200,Maldonado and Terranova,0
Beacon Falls,3332,Maldonado and Terranova,0
Berlin,11601,Maldonado and Terranova,0
Bethany,3380,Maldonado and Terranova,0
Bethel,9846,Maldonado and Terranova,0
Bethlehem,2317,Maldonado and Terranova,0
Bloomfield,11639,Maldonado and Terranova,0
Bolton,3002,Maldonado and Terranova,0
Bozrah,1390,Maldonado and Terranova,0
Branford,15605,Maldonado and Terranova,0
Bridgeport,39560,Maldonado and Terranova,0
Bridgewater,1141,Maldonado and Terranova,0
Bristol,26455,Maldonado and Terranova,0
Brookfield,9580,Maldonado and Terranova,0
Brooklyn,3720,Maldonado and Terranova,0
Burlington,5385,Maldonado and Terranova,0
Canaan,592,Maldonado and Terranova,0
Canterbury,2712,Maldonado and Terranova,0
Canton,6002,Maldonado and Terranova,0
Chaplin,1151,Maldonado and Terranova,0
Cheshire,15421,Maldonado and Terranova,0
Chester,2273,Maldonado and Terranova,0
Clinton,7191,Maldonado and Terranova,0
Colchester,8591,Maldonado and Terranova,0
Colebrook,899,Maldonado and Terranova,0
Columbia,3284,Maldonado and Terranova,0
Cornwall,923,Maldonado and Terranova,0
Coventry,6783,Maldonado and Terranova,0
Cromwell,7714,Maldonado and Terranova,0
Danbury,28849,Maldonado and Terranova,0
Darien,11265,Maldonado and Terranova,0
Deep River,2606,Maldonado and Terranova,0
Derby,5150,Maldonado and Terranova,0
Durham,4281,Maldonado and Terranova,0
East Granby,2950,Maldonado and Terranova,0
East Haddam,5087,Maldonado and Terranova,0
East Hampton,7245,Maldonado and Terranova,0
East Hartford,19047,Maldonado and Terranova,0
East Haven,12657,Maldonado and Terranova,0
East Lyme,10213,Maldonado and Terranova,0
East Windsor,5301,Maldonado and Terranova,0
Eastford,962,Maldonado and Terranova,0
Easton,4526,Maldonado and Terranova,0
Ellington,8202,Maldonado and Terranova,0
Enfield,18959,Maldonado and Terranova,0
Essex,4092,Maldonado and Terranova,0
Fairfield,31553,Maldonado and Terranova,0
Farmington,14303,Maldonado and Terranova,0
Franklin,1097,Maldonado and Terranova,0
Glastonbury,19625,Maldonado and Terranova,0
Goshen,1823,Maldonado and Terranova,0
Granby,6509,Maldonado and Terranova,0
Greenwich,31209,Maldonado and Terranova,0
Griswold,5276,Maldonado and Terranova,0
Groton,15357,Maldonado and Terranova,0
Guilford,13323,Maldonado and Terranova,0
Haddam,4970,Maldonado and Terranova,0
Hamden,27695,Maldonado and Terranova,0
Hampton,1059,Maldonado and Terranova,0
Hartford,33667,Maldonado and Terranova,0
Hartland,1238,Maldonado and Terranova,0
Harwinton,3407,Maldonado and Terranova,0
Hebron,5486,Maldonado and Terranova,0
Kent,1716,Maldonado and Terranova,0
Killingly,6888,Maldonado and Terranova,0
Killingworth,4015,Maldonado and Terranova,0
Lebanon,3948,Maldonado and Terranova,0
Ledyard,7300,Maldonado and Terranova,0
Lisbon,2181,Maldonado and Terranova,0
Litchfield,4859,Maldonado and Terranova,0
Lyme,1691,Maldonado and Terranova,0
Madison,10913,Maldonado and Terranova,0
Manchester,24838,Maldonado and Terranova,0
Mansfield,11481,Maldonado and Terranova,0
Marlborough,3639,Maldonado and Terranova,0
Meriden,22443,Maldonado and Terranova,0
Middlebury,4495,Maldonado and Terranova,0
Middlefield,2636,Maldonado and Terranova,0
Middletown,21244,Maldonado and Terranova,0
Milford,28151,Maldonado and Terranova,0
Monroe,10908,Maldonado and Terranova,0
Montville,7972,Maldonado and Terranova,0
Morris,1418,Maldonado and Terranova,0
Naugatuck,13182,Maldonado and Terranova,0
New Britain,22328,Maldonado and Terranova,0
New Canaan,10966,Maldonado and Terranova,0
New Fairfield,7677,Maldonado and Terranova,0
New Hartford,4122,Maldonado and Terranova,0
New Haven,41688,Maldonado and Terranova,0
New London,8687,Maldonado and Terranova,0
New Millford,13668,Maldonado and Terranova,0
Newington,15691,Maldonado and Terranova,0
Newtown,15359,Maldonado and Terranova,0
Norfolk,967,Maldonado and Terranova,0
North Branford,7654,Maldonado and Terranova,0
North Canaan,1509,Maldonado and Terranova,0
North Haven,13589,Maldonado and Terranova,0
North Stonington,3030,Maldonado and Terranova,0
Norwalk,38232,Maldonado and Terranova,0
Norwich,13476,Maldonado and Terranova,0
Old Lyme,4709,Maldonado and Terranova,0
Old Saybrook,6225,Maldonado and Terranova,0
Orange,8367,Maldonado and Terranova,0
Oxford,7343,Maldonado and Terranova,0
Plainfield,6120,Maldonado and Terranova,0
Plainville,8703,Maldonado and Terranova,0
Plymouth,5810,Maldonado and Terranova,0
Pomfret,2232,Maldonado and Terranova,0
Portland,5253,Maldonado and Terranova,0
Preston,2514,Maldonado and Terranova,0
Prospect,5585,Maldonado and Terranova,0
Putnam,3657,Maldonado and Terranova,0
Redding,5487,Maldonado and Terranova,0
Ridgefield,14296,Maldonado and Terranova,0
Rocky Hill,9838,Maldonado and Terranova,0
Roxbury,1474,Maldonado and Terranova,0
Salem,2346,Maldonado and Terranova,0
Salisbury,2331,Maldonado and Terranova,0
Scotland,909,Maldonado and Terranova,0
Seymour,8206,Maldonado and Terranova,0
Sharon,1416,Maldonado and Terranova,0
Shelton,20857,Maldonado and Terranova,0
Sherman,2137,Maldonado and Terranova,0
Simsbury,13984,Maldonado and Terranova,0
Somers,5694,Maldonado and Terranova,0
South Windsor,13954,Maldonado and Terranova,0
Southbury,11580,Maldonado and Terranova,0
Southington,23318,Maldonado and Terranova,0
Sprague,1509,Maldonado and Terranova,0
Stafford,6034,Maldonado and Terranova,0
Stamford,52258,Maldonado and Terranova,0
Sterling,1684,Maldonado and Terranova,0
Stonington,10173,Maldonado and Terranova,0
Stratford,25251,Maldonado and Terranova,0
Suffield,7558,Maldonado and Terranova,0
Thomaston,3971,Maldonado and Terranova,0
Thompson,4508,Maldonado and Terranova,0
Tolland,8499,Maldonado and Terranova,0
Torrington,15131,Maldonado and Terranova,0
Trumbull,19846,Maldonado and Terranova,1
Union,496,Maldonado and Terranova,0
Vernon,13559,Maldonado and Terranova,0
Voluntown,1385,Maldonado and Terranova,0
Wallingford,22636,Maldonado and Terranova,0
Warren,858,Maldonado and Terranova,0
Washington,2082,Maldonado and Terranova,0
Waterbury,33719,Maldonado and Terranova,0
Waterford,10683,Maldonado and Terranova,0
Watertown,11884,Maldonado and Terranova,0
West Hartford,33346,Maldonado and Terranova,0
West Haven,20969,Maldonado and Terranova,0
Westbrook,3792,Maldonado and Terranova,0
Weston,5712,Maldonado and Terranova,0
Westport,15444,Maldonado and Terranova,0
Wethersfield,14222,Maldonado and Terranova,0
Willington,2996,Maldonado and Terranova,0
Wilton,10391,Maldonado and Terranova,0
Winchester,4994,Maldonado and Terranova,0
Windham,8403,Maldonado and Terranova,0
Windsor,16016,Maldonado and Terranova,0
Windsor Locks,6146,Maldonado and Terranova,0
Wolcott,9092,Maldonado and Terranova,0
Woodbridge,5353,Maldonado and Terranova,0
Woodbury,5930,Maldonado and Terranova,3
Woodstock,4486,Maldonado and Terranova,0
Andover,1908,McMullin and Johnson,0
Ansonia,7478,McMullin and Johnson,3
Ashford,2332,McMullin and Johnson,7
Avon,10602,McMullin and Johnson,33
Barkhamsted,2200,McMullin and Johnson,5
Beacon Falls,3332,McMullin and Johnson,2
Berlin,11601,McMullin and Johnson,10
Bethany,3380,McMullin and Johnson,3
Bethel,9846,McMullin and Johnson,14
Bethlehem,2317,McMullin and Johnson,4
Bloomfield,11639,McMullin and Johnson,9
Bolton,3002,McMullin and Johnson,8
Bozrah,1390,McMullin and Johnson,0
Branford,15605,McMullin and Johnson,15
Bridgeport,39560,McMullin and Johnson,10
Bridgewater,1141,McMullin and Johnson,1
Bristol,26455,McMullin and Johnson,29
Brookfield,9580,McMullin and Johnson,7
Brooklyn,3720,McMullin and Johnson,5
Burlington,5385,McMullin and Johnson,3
Canaan,592,McMullin and Johnson,0
Canterbury,2712,McMullin and Johnson,10
Canton,6002,McMullin and Johnson,10
Chaplin,1151,McMullin and Johnson,4
Cheshire,15421,McMullin and Johnson,17
Chester,2273,McMullin and Johnson,3
Clinton,7191,McMullin and Johnson,9
Colchester,8591,McMullin and Johnson,34
Colebrook,899,McMullin and Johnson,0
Columbia,3284,McMullin and Johnson,6
Cornwall,923,McMullin and Johnson,0
Coventry,6783,McMullin and Johnson,12
Cromwell,7714,McMullin and Johnson,17
Danbury,28849,McMullin and Johnson,8
Darien,11265,McMullin and Johnson,20
Deep River,2606,McMullin and Johnson,2
Derby,5150,McMullin and Johnson,0
Durham,4281,McMullin and Johnson,6
East Granby,2950,McMullin and Johnson,5
East Haddam,5087,McMullin and Johnson,9
East Hampton,7245,McMullin and Johnson,19
East Hartford,19047,McMullin and Johnson,12
East Haven,12657,McMullin and Johnson,0
East Lyme,10213,McMullin and Johnson,11
East Windsor,5301,McMullin and Johnson,7
Eastford,962,McMullin and Johnson,13
Easton,4526,McMullin and Johnson,7
Ellington,8202,McMullin and Johnson,32
Enfield,18959,McMullin and Johnson,20
Essex,4092,McMullin and Johnson,0
Fairfield,31553,McMullin and Johnson,65
Farmington,14303,McMullin and Johnson,30
Franklin,1097,McMullin and Johnson,4
Glastonbury,19625,McMullin and Johnson,40
Goshen,1823,McMullin and Johnson,0
Granby,6509,McMullin and Johnson,19
Greenwich,31209,McMullin and Johnson,27
Griswold,5276,McMullin and Johnson,7
Groton,15357,McMullin and Johnson,21
Guilford,13323,McMullin and Johnson,28
Haddam,4970,McMullin and Johnson,8
Hamden,27695,McMullin and Johnson,41
Hampton,1059,McMullin and Johnson,1
Hartford,33667,McMullin and Johnson,3
Hartland,1238,McMullin and Johnson,5
Harwinton,3407,McMullin and Johnson,6
Hebron,5486,McMullin and Johnson,7
Kent,1716,McMullin and Johnson,4
Killingly,6888,McMullin and Johnson,4
Killingworth,4015,McMullin and Johnson,2
Lebanon,3948,McMullin and Johnson,1
Ledyard,7300,McMullin and Johnson,8
Lisbon,2181,McMullin and Johnson,3
Litchfield,4859,McMullin and Johnson,8
Lyme,1691,McMullin and Johnson,3
Madison,10913,McMullin and Johnson,23
Manchester,24838,McMullin and Johnson,32
Mansfield,11481,McMullin and Johnson,23
Marlborough,3639,McMullin and Johnson,10
Meriden,22443,McMullin and Johnson,6
Middlebury,4495,McMullin and Johnson,7
Middlefield,2636,McMullin and Johnson,5
Middletown,21244,McMullin and Johnson,33
Milford,28151,McMullin and Johnson,23
Monroe,10908,McMullin and Johnson,17
Montville,7972,McMullin and Johnson,0
Morris,1418,McMullin and Johnson,2
Naugatuck,13182,McMullin and Johnson,13
New Britain,22328,McMullin and Johnson,9
New Canaan,10966,McMullin and Johnson,66
New Fairfield,7677,McMullin and Johnson,6
New Hartford,4122,McMullin and Johnson,0
New Haven,41688,McMullin and Johnson,75
New London,8687,McMullin and Johnson,3
New Millford,13668,McMullin and Johnson,19
Newington,15691,McMullin and Johnson,16
Newtown,15359,McMullin and Johnson,47
Norfolk,967,McMullin and Johnson,1
North Branford,7654,McMullin and Johnson,4
North Canaan,1509,McMullin and Johnson,0
North Haven,13589,McMullin and Johnson,9
North Stonington,3030,McMullin and Johnson,1
Norwalk,38232,McMullin and Johnson,34
Norwich,13476,McMullin and Johnson,12
Old Lyme,4709,McMullin and Johnson,6
Old Saybrook,6225,McMullin and Johnson,14
Orange,8367,McMullin and Johnson,9
Oxford,7343,McMullin and Johnson,13
Plainfield,6120,McMullin and Johnson,7
Plainville,8703,McMullin and Johnson,4
Plymouth,5810,McMullin and Johnson,2
Pomfret,2232,McMullin and Johnson,7
Portland,5253,McMullin and Johnson,0
Preston,2514,McMullin and Johnson,10
Prospect,5585,McMullin and Johnson,8
Putnam,3657,McMullin and Johnson,5
Redding,5487,McMullin and Johnson,12
Ridgefield,14296,McMullin and Johnson,43
Rocky Hill,9838,McMullin and Johnson,8
Roxbury,1474,McMullin and Johnson,0
Salem,2346,McMullin and Johnson,1
Salisbury,2331,McMullin and Johnson,4
Scotland,909,McMullin and Johnson,1
Seymour,8206,McMullin and Johnson,12
Sharon,1416,McMullin and Johnson,0
Shelton,20857,McMullin and Johnson,16
Sherman,2137,McMullin and Johnson,1
Simsbury,13984,McMullin and Johnson,41
Somers,5694,McMullin and Johnson,4
South Windsor,13954,McMullin and Johnson,12
Southbury,11580,McMullin and Johnson,15
Southington,23318,McMullin and Johnson,24
Sprague,1509,McMullin and Johnson,2
Stafford,6034,McMullin and Johnson,2
Stamford,52258,McMullin and Johnson,66
Sterling,1684,McMullin and Johnson,0
Stonington,10173,McMullin and Johnson,8
Stratford,25251,McMullin and Johnson,22
Suffield,7558,McMullin and Johnson,17
Thomaston,3971,McMullin and Johnson,0
Thompson,4508,McMullin and Johnson,1
Tolland,8499,McMullin and Johnson,22
Torrington,15131,McMullin and Johnson,15
Trumbull,19846,McMullin and Johnson,70
Union,496,McMullin and Johnson,0
Vernon,13559,McMullin and Johnson,13
Voluntown,1385,McMullin and Johnson,0
Wallingford,22636,McMullin and Johnson,24
Warren,858,McMullin and Johnson,4
Washington,2082,McMullin and Johnson,4
Waterbury,33719,McMullin and Johnson,7
Waterford,10683,McMullin and Johnson,20
Watertown,11884,McMullin and Johnson,0
West Hartford,33346,McMullin and Johnson,63
West Haven,20969,McMullin and Johnson,5
Westbrook,3792,McMullin and Johnson,1
Weston,5712,McMullin and Johnson,6
Westport,15444,McMullin and Johnson,22
Wethersfield,14222,McMullin and Johnson,49
Willington,2996,McMullin and Johnson,0
Wilton,10391,McMullin and Johnson,26
Winchester,4994,McMullin and Johnson,7
Windham,8403,McMullin and Johnson,8
Windsor,16016,McMullin and Johnson,14
Windsor Locks,6146,McMullin and Johnson,6
Wolcott,9092,McMullin and Johnson,5
Woodbridge,5353,McMullin and Johnson,11
Woodbury,5930,McMullin and Johnson,3
Woodstock,4486,McMullin and Johnson,4
Andover,1908,Schoenke and Mitchell Jr.,0
Ansonia,7478,Schoenke and Mitchell Jr.,0
Ashford,2332,Schoenke and Mitchell Jr.,0
Avon,10602,Schoenke and Mitchell Jr.,0
Barkhamsted,2200,Schoenke and Mitchell Jr.,0
Beacon Falls,3332,Schoenke and Mitchell Jr.,0
Berlin,11601,Schoenke and Mitchell Jr.,0
Bethany,3380,Schoenke and Mitchell Jr.,0
Bethel,9846,Schoenke and Mitchell Jr.,0
Bethlehem,2317,Schoenke and Mitchell Jr.,0
Bloomfield,11639,Schoenke and Mitchell Jr.,0
Bolton,3002,Schoenke and Mitchell Jr.,0
Bozrah,1390,Schoenke and Mitchell Jr.,0
Branford,15605,Schoenke and Mitchell Jr.,0
Bridgeport,39560,Schoenke and Mitchell Jr.,0
Bridgewater,1141,Schoenke and Mitchell Jr.,0
Bristol,26455,Schoenke and Mitchell Jr.,0
Brookfield,9580,Schoenke and Mitchell Jr.,0
Brooklyn,3720,Schoenke and Mitchell Jr.,0
Burlington,5385,Schoenke and Mitchell Jr.,0
Canaan,592,Schoenke and Mitchell Jr.,0
Canterbury,2712,Schoenke and Mitchell Jr.,0
Canton,6002,Schoenke and Mitchell Jr.,0
Chaplin,1151,Schoenke and Mitchell Jr.,0
Cheshire,15421,Schoenke and Mitchell Jr.,0
Chester,2273,Schoenke and Mitchell Jr.,0
Clinton,7191,Schoenke and Mitchell Jr.,0
Colchester,8591,Schoenke and Mitchell Jr.,0
Colebrook,899,Schoenke and Mitchell Jr.,0
Columbia,3284,Schoenke and Mitchell Jr.,0
Cornwall,923,Schoenke and Mitchell Jr.,0
Coventry,6783,Schoenke and Mitchell Jr.,0
Cromwell,7714,Schoenke and Mitchell Jr.,0
Danbury,28849,Schoenke and Mitchell Jr.,0
Darien,11265,Schoenke and Mitchell Jr.,0
Deep River,2606,Schoenke and Mitchell Jr.,0
Derby,5150,Schoenke and Mitchell Jr.,0
Durham,4281,Schoenke and Mitchell Jr.,0
East Granby,2950,Schoenke and Mitchell Jr.,0
East Haddam,5087,Schoenke and Mitchell Jr.,0
East Hampton,7245,Schoenke and Mitchell Jr.,0
East Hartford,19047,Schoenke and Mitchell Jr.,0
East Haven,12657,Schoenke and Mitchell Jr.,0
East Lyme,10213,Schoenke and Mitchell Jr.,0
East Windsor,5301,Schoenke and Mitchell Jr.,0
Eastford,962,Schoenke and Mitchell Jr.,0
Easton,4526,Schoenke and Mitchell Jr.,0
Ellington,8202,Schoenke and Mitchell Jr.,0
Enfield,18959,Schoenke and Mitchell Jr.,0
Essex,4092,Schoenke and Mitchell Jr.,0
Fairfield,31553,Schoenke and Mitchell Jr.,0
Farmington,14303,Schoenke and Mitchell Jr.,0
Franklin,1097,Schoenke and Mitchell Jr.,0
Glastonbury,19625,Schoenke and Mitchell Jr.,0
Goshen,1823,Schoenke and Mitchell Jr.,0
Granby,6509,Schoenke and Mitchell Jr.,0
Greenwich,31209,Schoenke and Mitchell Jr.,0
Griswold,5276,Schoenke and Mitchell Jr.,0
Groton,15357,Schoenke and Mitchell Jr.,2
Guilford,13323,Schoenke and Mitchell Jr.,0
Haddam,4970,Schoenke and Mitchell Jr.,0
Hamden,27695,Schoenke and Mitchell Jr.,0
Hampton,1059,Schoenke and Mitchell Jr.,0
Hartford,33667,Schoenke and Mitchell Jr.,0
Hartland,1238,Schoenke and Mitchell Jr.,0
Harwinton,3407,Schoenke and Mitchell Jr.,0
Hebron,5486,Schoenke and Mitchell Jr.,1
Kent,1716,Schoenke and Mitchell Jr.,0
Killingly,6888,Schoenke and Mitchell Jr.,0
Killingworth,4015,Schoenke and Mitchell Jr.,0
Lebanon,3948,Schoenke and Mitchell Jr.,7
Ledyard,7300,Schoenke and Mitchell Jr.,0
Lisbon,2181,Schoenke and Mitchell Jr.,0
Litchfield,4859,Schoenke and Mitchell Jr.,0
Lyme,1691,Schoenke and Mitchell Jr.,0
Madison,10913,Schoenke and Mitchell Jr.,0
Manchester,24838,Schoenke and Mitchell Jr.,0
Mansfield,11481,Schoenke and Mitchell Jr.,0
Marlborough,3639,Schoenke and Mitchell Jr.,0
Meriden,22443,Schoenke and Mitchell Jr.,0
Middlebury,4495,Schoenke and Mitchell Jr.,0
Middlefield,2636,Schoenke and Mitchell Jr.,0
Middletown,21244,Schoenke and Mitchell Jr.,0
Milford,28151,Schoenke and Mitchell Jr.,1
Monroe,10908,Schoenke and Mitchell Jr.,0
Montville,7972,Schoenke and Mitchell Jr.,0
Morris,1418,Schoenke and Mitchell Jr.,0
Naugatuck,13182,Schoenke and Mitchell Jr.,0
New Britain,22328,Schoenke and Mitchell Jr.,0
New Canaan,10966,Schoenke and Mitchell Jr.,0
New Fairfield,7677,Schoenke and Mitchell Jr.,0
New Hartford,4122,Schoenke and Mitchell Jr.,0
New Haven,41688,Schoenke and Mitchell Jr.,0
New London,8687,Schoenke and Mitchell Jr.,0
New Millford,13668,Schoenke and Mitchell Jr.,0
Newington,15691,Schoenke and Mitchell Jr.,0
Newtown,15359,Schoenke and Mitchell Jr.,0
Norfolk,967,Schoenke and Mitchell Jr.,0
North Branford,7654,Schoenke and Mitchell Jr.,0
North Canaan,1509,Schoenke and Mitchell Jr.,0
North Haven,13589,Schoenke and Mitchell Jr.,0
North Stonington,3030,Schoenke and Mitchell Jr.,0
Norwalk,38232,Schoenke and Mitchell Jr.,0
Norwich,13476,Schoenke and Mitchell Jr.,0
Old Lyme,4709,Schoenke and Mitchell Jr.,0
Old Saybrook,6225,Schoenke and Mitchell Jr.,0
Orange,8367,Schoenke and Mitchell Jr.,0
Oxford,7343,Schoenke and Mitchell Jr.,0
Plainfield,6120,Schoenke and Mitchell Jr.,0
Plainville,8703,Schoenke and Mitchell Jr.,0
Plymouth,5810,Schoenke and Mitchell Jr.,0
Pomfret,2232,Schoenke and Mitchell Jr.,0
Portland,5253,Schoenke and Mitchell Jr.,0
Preston,2514,Schoenke and Mitchell Jr.,0
Prospect,5585,Schoenke and Mitchell Jr.,0
Putnam,3657,Schoenke and Mitchell Jr.,0
Redding,5487,Schoenke and Mitchell Jr.,0
Ridgefield,14296,Schoenke and Mitchell Jr.,0
Rocky Hill,9838,Schoenke and Mitchell Jr.,0
Roxbury,1474,Schoenke and Mitchell Jr.,0
Salem,2346,Schoenke and Mitchell Jr.,0
Salisbury,2331,Schoenke and Mitchell Jr.,0
Scotland,909,Schoenke and Mitchell Jr.,0
Seymour,8206,Schoenke and Mitchell Jr.,0
Sharon,1416,Schoenke and Mitchell Jr.,0
Shelton,20857,Schoenke and Mitchell Jr.,0
Sherman,2137,Schoenke and Mitchell Jr.,0
Simsbury,13984,Schoenke and Mitchell Jr.,0
Somers,5694,Schoenke and Mitchell Jr.,0
South Windsor,13954,Schoenke and Mitchell Jr.,0
Southbury,11580,Schoenke and Mitchell Jr.,0
Southington,23318,Schoenke and Mitchell Jr.,0
Sprague,1509,Schoenke and Mitchell Jr.,0
Stafford,6034,Schoenke and Mitchell Jr.,0
Stamford,52258,Schoenke and Mitchell Jr.,0
Sterling,1684,Schoenke and Mitchell Jr.,0
Stonington,10173,Schoenke and Mitchell Jr.,0
Stratford,25251,Schoenke and Mitchell Jr.,0
Suffield,7558,Schoenke and Mitchell Jr.,0
Thomaston,3971,Schoenke and Mitchell Jr.,0
Thompson,4508,Schoenke and Mitchell Jr.,0
Tolland,8499,Schoenke and Mitchell Jr.,0
Torrington,15131,Schoenke and Mitchell Jr.,0
Trumbull,19846,Schoenke and Mitchell Jr.,0
Union,496,Schoenke and Mitchell Jr.,0
Vernon,13559,Schoenke and Mitchell Jr.,0
Voluntown,1385,Schoenke and Mitchell Jr.,0
Wallingford,22636,Schoenke and Mitchell Jr.,0
Warren,858,Schoenke and Mitchell Jr.,0
Washington,2082,Schoenke and Mitchell Jr.,0
Waterbury,33719,Schoenke and Mitchell Jr.,0
Waterford,10683,Schoenke and Mitchell Jr.,1
Watertown,11884,Schoenke and Mitchell Jr.,0
West Hartford,33346,Schoenke and Mitchell Jr.,0
West Haven,20969,Schoenke and Mitchell Jr.,0
Westbrook,3792,Schoenke and Mitchell Jr.,0
Weston,5712,Schoenke and Mitchell Jr.,0
Westport,15444,Schoenke and Mitchell Jr.,0
Wethersfield,14222,Schoenke and Mitchell Jr.,0
Willington,2996,Schoenke and Mitchell Jr.,0
Wilton,10391,Schoenke and Mitchell Jr.,0
Winchester,4994,Schoenke and Mitchell Jr.,0
Windham,8403,Schoenke and Mitchell Jr.,0
Windsor,16016,Schoenke and Mitchell Jr.,0
Windsor Locks,6146,Schoenke and Mitchell Jr.,0
Wolcott,9092,Schoenke and Mitchell Jr.,0
Woodbridge,5353,Schoenke and Mitchell Jr.,0
Woodbury,5930,Schoenke and Mitchell Jr.,3
Woodstock,4486,Schoenke and Mitchell Jr.,0
Andover,1908,Skewes and Lacy,0
Ansonia,7478,Skewes and Lacy,0
Ashford,2332,Skewes and Lacy,0
Avon,10602,Skewes and Lacy,0
Barkhamsted,2200,Skewes and Lacy,0
Beacon Falls,3332,Skewes and Lacy,0
Berlin,11601,Skewes and Lacy,0
Bethany,3380,Skewes and Lacy,0
Bethel,9846,Skewes and Lacy,0
Bethlehem,2317,Skewes and Lacy,0
Bloomfield,11639,Skewes and Lacy,0
Bolton,3002,Skewes and Lacy,0
Bozrah,1390,Skewes and Lacy,0
Branford,15605,Skewes and Lacy,0
Bridgeport,39560,Skewes and Lacy,0
Bridgewater,1141,Skewes and Lacy,0
Bristol,26455,Skewes and Lacy,0
Brookfield,9580,Skewes and Lacy,0
Brooklyn,3720,Skewes and Lacy,0
Burlington,5385,Skewes and Lacy,0
Canaan,592,Skewes and Lacy,0
Canterbury,2712,Skewes and Lacy,0
Canton,6002,Skewes and Lacy,0
Chaplin,1151,Skewes and Lacy,0
Cheshire,15421,Skewes and Lacy,0
Chester,2273,Skewes and Lacy,0
Clinton,7191,Skewes and Lacy,0
Colchester,8591,Skewes and Lacy,0
Colebrook,899,Skewes and Lacy,0
Columbia,3284,Skewes and Lacy,0
Cornwall,923,Skewes and Lacy,0
Coventry,6783,Skewes and Lacy,0
Cromwell,7714,Skewes and Lacy,0
Danbury,28849,Skewes and Lacy,0
Darien,11265,Skewes and Lacy,0
Deep River,2606,Skewes and Lacy,0
Derby,5150,Skewes and Lacy,0
Durham,4281,Skewes and Lacy,0
East Granby,2950,Skewes and Lacy,0
East Haddam,5087,Skewes and Lacy,0
East Hampton,7245,Skewes and Lacy,0
East Hartford,19047,Skewes and Lacy,0
East Haven,12657,Skewes and Lacy,0
East Lyme,10213,Skewes and Lacy,0
East Windsor,5301,Skewes and Lacy,0
Eastford,962,Skewes and Lacy,0
Easton,4526,Skewes and Lacy,0
Ellington,8202,Skewes and Lacy,0
Enfield,18959,Skewes and Lacy,0
Essex,4092,Skewes and Lacy,0
Fairfield,31553,Skewes and Lacy,0
Farmington,14303,Skewes and Lacy,0
Franklin,1097,Skewes and Lacy,0
Glastonbury,19625,Skewes and Lacy,0
Goshen,1823,Skewes and Lacy,0
Granby,6509,Skewes and Lacy,0
Greenwich,31209,Skewes and Lacy,0
Griswold,5276,Skewes and Lacy,0
Groton,15357,Skewes and Lacy,0
Guilford,13323,Skewes and Lacy,0
Haddam,4970,Skewes and Lacy,0
Hamden,27695,Skewes and Lacy,0
Hampton,1059,Skewes and Lacy,0
Hartford,33667,Skewes and Lacy,0
Hartland,1238,Skewes and Lacy,0
Harwinton,3407,Skewes and Lacy,0
Hebron,5486,Skewes and Lacy,1
Kent,1716,Skewes and Lacy,0
Killingly,6888,Skewes and Lacy,0
Killingworth,4015,Skewes and Lacy,0
Lebanon,3948,Skewes and Lacy,0
Ledyard,7300,Skewes and Lacy,0
Lisbon,2181,Skewes and Lacy,0
Litchfield,4859,Skewes and Lacy,0
Lyme,1691,Skewes and Lacy,0
Madison,10913,Skewes and Lacy,0
Manchester,24838,Skewes and Lacy,0
Mansfield,11481,Skewes and Lacy,0
Marlborough,3639,Skewes and Lacy,0
Meriden,22443,Skewes and Lacy,0
Middlebury,4495,Skewes and Lacy,0
Middlefield,2636,Skewes and Lacy,0
Middletown,21244,Skewes and Lacy,0
Milford,28151,Skewes and Lacy,0
Monroe,10908,Skewes and Lacy,0
Montville,7972,Skewes and Lacy,0
Morris,1418,Skewes and Lacy,0
Naugatuck,13182,Skewes and Lacy,0
New Britain,22328,Skewes and Lacy,0
New Canaan,10966,Skewes and Lacy,0
New Fairfield,7677,Skewes and Lacy,0
New Hartford,4122,Skewes and Lacy,0
New Haven,41688,Skewes and Lacy,0
New London,8687,Skewes and Lacy,0
New Millford,13668,Skewes and Lacy,0
Newington,15691,Skewes and Lacy,0
Newtown,15359,Skewes and Lacy,0
Norfolk,967,Skewes and Lacy,0
North Branford,7654,Skewes and Lacy,0
North Canaan,1509,Skewes and Lacy,0
North Haven,13589,Skewes and Lacy,0
