Town Name,Vote Totals,variable,value
Avon,10602,Clinton and Kaine,5675
Barkhamsted,2200,Clinton and Kaine,905
Beacon Falls,3332,Clinton and Kaine,1146
Berlin,11601,Clinton and Kaine,4913
Bethany,3380,Clinton and Kaine,1580
Bethel,9846,Clinton and Kaine,4777
Bethlehem,2317,Clinton and Kaine,801
Bloomfield,11639,Clinton and Kaine,9637
Bolton,3002,Clinton and Kaine,1385
Bozrah,1390,Clinton and Kaine,536
Branford,15605,Clinton and Kaine,8453
Bridgeport,39560,Clinton and Kaine,32035
Bridgewater,1141,Clinton and Kaine,518
Bristol,26455,Clinton and Kaine,12499
Brookfield,9580,Clinton and Kaine,4216
Brooklyn,3720,Clinton and Kaine,1462
Burlington,5385,Clinton and Kaine,2352
Canaan,592,Clinton and Kaine,357
Canterbury,2712,Clinton and Kaine,932
Canton,6002,Clinton and Kaine,3100
Chaplin,1151,Clinton and Kaine,434
Cheshire,15421,Clinton and Kaine,7572
Chester,2273,Clinton and Kaine,1365
Clinton,7191,Clinton and Kaine,3493
Colchester,8591,Clinton and Kaine,3898
Colebrook,899,Clinton and Kaine,324
Columbia,3284,Clinton and Kaine,1558
Cornwall,923,Clinton and Kaine,622
Coventry,6783,Clinton and Kaine,3083
Cromwell,7714,Clinton and Kaine,3808
Danbury,28849,Clinton and Kaine,16084
Darien,11265,Clinton and Kaine,5942
Deep River,2606,Clinton and Kaine,1412
Derby,5150,Clinton and Kaine,2332
Durham,4281,Clinton and Kaine,1898
East Granby,2950,Clinton and Kaine,1389
East Haddam,5087,Clinton and Kaine,2331
East Hampton,7245,Clinton and Kaine,3210
East Hartford,19047,Clinton and Kaine,13180
East Haven,12657,Clinton and Kaine,5425
East Lyme,10213,Clinton and Kaine,5512
East Windsor,5301,Clinton and Kaine,2441
Eastford,962,Clinton and Kaine,367
Easton,4526,Clinton and Kaine,2203
Ellington,8202,Clinton and Kaine,3531
Enfield,18959,Clinton and Kaine,8646
Essex,4092,Clinton and Kaine,2291
Fairfield,31553,Clinton and Kaine,18041
Farmington,14303,Clinton and Kaine,7634
Franklin,1097,Clinton and Kaine,413
Glastonbury,19625,Clinton and Kaine,11074
Goshen,1823,Clinton and Kaine,673
Granby,6509,Clinton and Kaine,3114
Greenwich,31209,Clinton and Kaine,17630
Griswold,5276,Clinton and Kaine,1934
Groton,15357,Clinton and Kaine,8453
Guilford,13323,Clinton and Kaine,7864
Haddam,4970,Clinton and Kaine,2141
Hamden,27695,Clinton and Kaine,18962
Hampton,1059,Clinton and Kaine,484
Hartford,33667,Clinton and Kaine,30375
Hartland,1238,Clinton and Kaine,349
Harwinton,3407,Clinton and Kaine,1131
Hebron,5486,Clinton and Kaine,2627
Kent,1716,Clinton and Kaine,1081
Killingly,6888,Clinton and Kaine,2491
Killingworth,4015,Clinton and Kaine,1895
Lebanon,3948,Clinton and Kaine,1583
Ledyard,7300,Clinton and Kaine,3336
Lisbon,2181,Clinton and Kaine,868
Litchfield,4859,Clinton and Kaine,2171
Lyme,1691,Clinton and Kaine,1019
Madison,10913,Clinton and Kaine,5935
Manchester,24838,Clinton and Kaine,15109
Mansfield,11481,Clinton and Kaine,8309
Marlborough,3639,Clinton and Kaine,1687
Meriden,22443,Clinton and Kaine,12788
Middlebury,4495,Clinton and Kaine,1664
Middlefield,2636,Clinton and Kaine,1154
Middletown,21244,Clinton and Kaine,12959
Milford,28151,Clinton and Kaine,13598
Monroe,10908,Clinton and Kaine,4520
Montville,7972,Clinton and Kaine,3340
Morris,1418,Clinton and Kaine,510
Naugatuck,13182,Clinton and Kaine,5219
New Britain,22328,Clinton and Kaine,15468
New Canaan,10966,Clinton and Kaine,5767
New Fairfield,7677,Clinton and Kaine,3071
New Hartford,4122,Clinton and Kaine,1654
New Haven,41688,Clinton and Kaine,35933
New London,8687,Clinton and Kaine,6305
New Millford,13668,Clinton and Kaine,6136
Newington,15691,Clinton and Kaine,8425
Newtown,15359,Clinton and Kaine,7448
Norfolk,967,Clinton and Kaine,547
North Branford,7654,Clinton and Kaine,2933
North Canaan,1509,Clinton and Kaine,732
North Haven,13589,Clinton and Kaine,5837
North Stonington,3030,Clinton and Kaine,1289
Norwalk,38232,Clinton and Kaine,24414
Norwich,13476,Clinton and Kaine,7453
Old Lyme,4709,Clinton and Kaine,2498
Old Saybrook,6225,Clinton and Kaine,3207
Orange,8367,Clinton and Kaine,3834
Oxford,7343,Clinton and Kaine,2398
Plainfield,6120,Clinton and Kaine,2177
Plainville,8703,Clinton and Kaine,3802
Plymouth,5810,Clinton and Kaine,1884
Pomfret,2232,Clinton and Kaine,1084
Portland,5253,Clinton and Kaine,2494
Preston,2514,Clinton and Kaine,978
Prospect,5585,Clinton and Kaine,1661
Putnam,3657,Clinton and Kaine,1562
Redding,5487,Clinton and Kaine,3127
Ridgefield,14296,Clinton and Kaine,7907
Rocky Hill,9838,Clinton and Kaine,5090
Roxbury,1474,Clinton and Kaine,765
Salem,2346,Clinton and Kaine,1029
Salisbury,2331,Clinton and Kaine,1671
Scotland,909,Clinton and Kaine,310
Seymour,8206,Clinton and Kaine,3024
Sharon,1416,Clinton and Kaine,820
Shelton,20857,Clinton and Kaine,8001
Sherman,2137,Clinton and Kaine,976
Simsbury,13984,Clinton and Kaine,7825
Somers,5694,Clinton and Kaine,2125
South Windsor,13954,Clinton and Kaine,7721
Southbury,11580,Clinton and Kaine,5013
Southington,23318,Clinton and Kaine,9890
Sprague,1509,Clinton and Kaine,535
Stafford,6034,Clinton and Kaine,2286
Stamford,52258,Clinton and Kaine,34148
Sterling,1684,Clinton and Kaine,478
Stonington,10173,Clinton and Kaine,5635
Stratford,25251,Clinton and Kaine,13729
Suffield,7558,Clinton and Kaine,3334
Thomaston,3971,Clinton and Kaine,1152
Thompson,4508,Clinton and Kaine,1579
Tolland,8499,Clinton and Kaine,4020
Torrington,15131,Clinton and Kaine,5713
Trumbull,19846,Clinton and Kaine,9299
Union,496,Clinton and Kaine,188
Vernon,13559,Clinton and Kaine,7084
Voluntown,1385,Clinton and Kaine,431
Wallingford,22636,Clinton and Kaine,10651
Warren,858,Clinton and Kaine,352
Washington,2082,Clinton and Kaine,1242
Waterbury,33719,Clinton and Kaine,19870
Waterford,10683,Clinton and Kaine,5233
Watertown,11884,Clinton and Kaine,3732
West Hartford,33346,Clinton and Kaine,23781
West Haven,20969,Clinton and Kaine,12477
Westbrook,3792,Clinton and Kaine,1699
Weston,5712,Clinton and Kaine,3807
Westport,15444,Clinton and Kaine,10655
Wethersfield,14222,Clinton and Kaine,7734
Willington,2996,Clinton and Kaine,1414
Wilton,10391,Clinton and Kaine,6055
Winchester,4994,Clinton and Kaine,1816
Windham,8403,Clinton and Kaine,5375
Windsor,16016,Clinton and Kaine,11370
Windsor Locks,6146,Clinton and Kaine,2789
Wolcott,9092,Clinton and Kaine,2575
Woodbridge,5353,Clinton and Kaine,3333
Woodbury,5930,Clinton and Kaine,2466
Woodstock,4486,Clinton and Kaine,1945
Andover,1908,Cooper and Meyer,0
Ansonia,7478,Cooper and Meyer,1
Ashford,2332,Cooper and Meyer,0
Avon,10602,Cooper and Meyer,0
Barkhamsted,2200,Cooper and Meyer,0
Beacon Falls,3332,Cooper and Meyer,0
Berlin,11601,Cooper and Meyer,0
Bethany,3380,Cooper and Meyer,0
Bethel,9846,Cooper and Meyer,0
Bethlehem,2317,Cooper and Meyer,0
Bloomfield,11639,Cooper and Meyer,0
Bolton,3002,Cooper and Meyer,0
Bozrah,1390,Cooper and Meyer,0
Branford,15605,Cooper and Meyer,4
Bridgeport,39560,Cooper and Meyer,0
Bridgewater,1141,Cooper and Meyer,0
Bristol,26455,Cooper and Meyer,0
Brookfield,9580,Cooper and Meyer,0
Brooklyn,3720,Cooper and Meyer,0
Burlington,5385,Cooper and Meyer,0
Canaan,592,Cooper and Meyer,0
Canterbury,2712,Cooper and Meyer,0
Canton,6002,Cooper and Meyer,0
Chaplin,1151,Cooper and Meyer,0
Cheshire,15421,Cooper and Meyer,0
Chester,2273,Cooper and Meyer,0
Clinton,7191,Cooper and Meyer,0
Colchester,8591,Cooper and Meyer,0
Colebrook,899,Cooper and Meyer,0
Columbia,3284,Cooper and Meyer,0
Cornwall,923,Cooper and Meyer,0
Coventry,6783,Cooper and Meyer,0
Cromwell,7714,Cooper and Meyer,0
Danbury,28849,Cooper and Meyer,0
Darien,11265,Cooper and Meyer,12
Deep River,2606,Cooper and Meyer,0
Derby,5150,Cooper and Meyer,0
Durham,4281,Cooper and Meyer,0
East Granby,2950,Cooper and Meyer,0
East Haddam,5087,Cooper and Meyer,0
East Hampton,7245,Cooper and Meyer,0
East Hartford,19047,Cooper and Meyer,0
East Haven,12657,Cooper and Meyer,0
East Lyme,10213,Cooper and Meyer,1
East Windsor,5301,Cooper and Meyer,0
Eastford,962,Cooper and Meyer,0
Easton,4526,Cooper and Meyer,1
Ellington,8202,Cooper and Meyer,1
Enfield,18959,Cooper and Meyer,1
Essex,4092,Cooper and Meyer,0
Fairfield,31553,Cooper and Meyer,0
Farmington,14303,Cooper and Meyer,0
Franklin,1097,Cooper and Meyer,0
Glastonbury,19625,Cooper and Meyer,2
Goshen,1823,Cooper and Meyer,0
Granby,6509,Cooper and Meyer,0
Greenwich,31209,Cooper and Meyer,9
Griswold,5276,Cooper and Meyer,0
Groton,15357,Cooper and Meyer,3
Guilford,13323,Cooper and Meyer,0
Haddam,4970,Cooper and Meyer,0
Hamden,27695,Cooper and Meyer,1
Hampton,1059,Cooper and Meyer,0
Hartford,33667,Cooper and Meyer,0
Hartland,1238,Cooper and Meyer,1
Harwinton,3407,Cooper and Meyer,0
Hebron,5486,Cooper and Meyer,0
Kent,1716,Cooper and Meyer,0
Killingly,6888,Cooper and Meyer,0
Killingworth,4015,Cooper and Meyer,0
Lebanon,3948,Cooper and Meyer,0
Ledyard,7300,Cooper and Meyer,0
Lisbon,2181,Cooper and Meyer,0
Litchfield,4859,Cooper and Meyer,0
Lyme,1691,Cooper and Meyer,0
Madison,10913,Cooper and Meyer,0
Manchester,24838,Cooper and Meyer,2
Mansfield,11481,Cooper and Meyer,1
Marlborough,3639,Cooper and Meyer,0
Meriden,22443,Cooper and Meyer,1
Middlebury,4495,Cooper and Meyer,0
Middlefield,2636,Cooper and Meyer,0
Middletown,21244,Cooper and Meyer,1
Milford,28151,Cooper and Meyer,2
Monroe,10908,Cooper and Meyer,0
Montville,7972,Cooper and Meyer,0
Morris,1418,Cooper and Meyer,0
Naugatuck,13182,Cooper and Meyer,0
New Britain,22328,Cooper and Meyer,0
New Canaan,10966,Cooper and Meyer,0
New Fairfield,7677,Cooper and Meyer,0
New Hartford,4122,Cooper and Meyer,0
New Haven,41688,Cooper and Meyer,1
New London,8687,Cooper and Meyer,0
New Millford,13668,Cooper and Meyer,0
Newington,15691,Cooper and Meyer,0
Newtown,15359,Cooper and Meyer,1
Norfolk,967,Cooper and Meyer,0
North Branford,7654,Cooper and Meyer,0
North Canaan,1509,Cooper and Meyer,0
North Haven,13589,Cooper and Meyer,0
North Stonington,3030,Cooper and Meyer,0
Norwalk,38232,Cooper and Meyer,1
Norwich,13476,Cooper and Meyer,0
Old Lyme,4709,Cooper and Meyer,0
Old Saybrook,6225,Cooper and Meyer,1
Orange,8367,Cooper and Meyer,1
Oxford,7343,Cooper and Meyer,0
Plainfield,6120,Cooper and Meyer,0
Plainville,8703,Cooper and Meyer,0
Plymouth,5810,Cooper and Meyer,0
Pomfret,2232,Cooper and Meyer,0
Portland,5253,Cooper and Meyer,0
Preston,2514,Cooper and Meyer,0
Prospect,5585,Cooper and Meyer,0
Putnam,3657,Cooper and Meyer,0
Redding,5487,Cooper and Meyer,0
Ridgefield,14296,Cooper and Meyer,1
Rocky Hill,9838,Cooper and Meyer,0
Roxbury,1474,Cooper and Meyer,0
Salem,2346,Cooper and Meyer,0
Salisbury,2331,Cooper and Meyer,0
Scotland,909,Cooper and Meyer,0
Seymour,8206,Cooper and Meyer,0
Sharon,1416,Cooper and Meyer,0
Shelton,20857,Cooper and Meyer,1
Sherman,2137,Cooper and Meyer,0
Simsbury,13984,Cooper and Meyer,0
Somers,5694,Cooper and Meyer,0
South Windsor,13954,Cooper and Meyer,0
Southbury,11580,Cooper and Meyer,1
Southington,23318,Cooper and Meyer,0
Sprague,1509,Cooper and Meyer,0
Stafford,6034,Cooper and Meyer,0
Stamford,52258,Cooper and Meyer,0
Sterling,1684,Cooper and Meyer,0
Stonington,10173,Cooper and Meyer,0
Stratford,25251,Cooper and Meyer,1
Suffield,7558,Cooper and Meyer,0
Thomaston,3971,Cooper and Meyer,0
Thompson,4508,Cooper and Meyer,0
Tolland,8499,Cooper and Meyer,0
Torrington,15131,Cooper and Meyer,0
Trumbull,19846,Cooper and Meyer,0
Union,496,Cooper and Meyer,0
Vernon,13559,Cooper and Meyer,0
Voluntown,1385,Cooper and Meyer,0
Wallingford,22636,Cooper and Meyer,0
Warren,858,Cooper and Meyer,0
Washington,2082,Cooper and Meyer,0
Waterbury,33719,Cooper and Meyer,0
Waterford,10683,Cooper and Meyer,1
Watertown,11884,Cooper and Meyer,0
West Hartford,33346,Cooper and Meyer,0
West Haven,20969,Cooper and Meyer,0
Westbrook,3792,Cooper and Meyer,0
Weston,5712,Cooper and Meyer,0
Westport,15444,Cooper and Meyer,0
Wethersfield,14222,Cooper and Meyer,0
Willington,2996,Cooper and Meyer,0
Wilton,10391,Cooper and Meyer,0
Winchester,4994,Cooper and Meyer,0
Windham,8403,Cooper and Meyer,0
Windsor,16016,Cooper and Meyer,0
Windsor Locks,6146,Cooper and Meyer,0
Wolcott,9092,Cooper and Meyer,0
Woodbridge,5353,Cooper and Meyer,0
Woodbury,5930,Cooper and Meyer,3
Woodstock,4486,Cooper and Meyer,0
Andover,1908,Cummings and Romanoff,0
Ansonia,7478,Cummings and Romanoff,0
Ashford,2332,Cummings and Romanoff,0
Avon,10602,Cummings and Romanoff,0
Barkhamsted,2200,Cummings and Romanoff,0
Beacon Falls,3332,Cummings and Romanoff,0
Berlin,11601,Cummings and Romanoff,0
Bethany,3380,Cummings and Romanoff,0
Bethel,9846,Cummings and Romanoff,0
Bethlehem,2317,Cummings and Romanoff,0
Bloomfield,11639,Cummings and Romanoff,0
Bolton,3002,Cummings and Romanoff,0
Bozrah,1390,Cummings and Romanoff,0
Branford,15605,Cummings and Romanoff,0
Bridgeport,39560,Cummings and Romanoff,0
Bridgewater,1141,Cummings and Romanoff,0
Bristol,26455,Cummings and Romanoff,0
Brookfield,9580,Cummings and Romanoff,0
Brooklyn,3720,Cummings and Romanoff,0
Burlington,5385,Cummings and Romanoff,0
Canaan,592,Cummings and Romanoff,0
Canterbury,2712,Cummings and Romanoff,0
Canton,6002,Cummings and Romanoff,0
Chaplin,1151,Cummings and Romanoff,0
Cheshire,15421,Cummings and Romanoff,0
Chester,2273,Cummings and Romanoff,0
Clinton,7191,Cummings and Romanoff,0
Colchester,8591,Cummings and Romanoff,0
Colebrook,899,Cummings and Romanoff,0
Columbia,3284,Cummings and Romanoff,0
Cornwall,923,Cummings and Romanoff,0
Coventry,6783,Cummings and Romanoff,0
Cromwell,7714,Cummings and Romanoff,0
Danbury,28849,Cummings and Romanoff,0
Darien,11265,Cummings and Romanoff,0
Deep River,2606,Cummings and Romanoff,0
Derby,5150,Cummings and Romanoff,0
Durham,4281,Cummings and Romanoff,0
East Granby,2950,Cummings and Romanoff,0
East Haddam,5087,Cummings and Romanoff,0
East Hampton,7245,Cummings and Romanoff,0
East Hartford,19047,Cummings and Romanoff,0
East Haven,12657,Cummings and Romanoff,0
East Lyme,10213,Cummings and Romanoff,0
East Windsor,5301,Cummings and Romanoff,0
Eastford,962,Cummings and Romanoff,0
Easton,4526,Cummings and Romanoff,0
Ellington,8202,Cummings and Romanoff,0
Enfield,18959,Cummings and Romanoff,0
Essex,4092,Cummings and Romanoff,0
Fairfield,31553,Cummings and Romanoff,0
Farmington,14303,Cummings and Romanoff,0
Franklin,1097,Cummings and Romanoff,0
Glastonbury,19625,Cummings and Romanoff,0
Goshen,1823,Cummings and Romanoff,0
Granby,6509,Cummings and Romanoff,0
Greenwich,31209,Cummings and Romanoff,0
Griswold,5276,Cummings and Romanoff,0
Groton,15357,Cummings and Romanoff,0
Guilford,13323,Cummings and Romanoff,0
Haddam,4970,Cummings and Romanoff,0
Hamden,27695,Cummings and Romanoff,1
Hampton,1059,Cummings and Romanoff,0
Hartford,33667,Cummings and Romanoff,0
Hartland,1238,Cummings and Romanoff,0
Harwinton,3407,Cummings and Romanoff,0
Hebron,5486,Cummings and Romanoff,0
Kent,1716,Cummings and Romanoff,0
Killingly,6888,Cummings and Romanoff,0
Killingworth,4015,Cummings and Romanoff,0
Lebanon,3948,Cummings and Romanoff,0
Ledyard,7300,Cummings and Romanoff,0
Lisbon,2181,Cummings and Romanoff,0
Litchfield,4859,Cummings and Romanoff,0
Lyme,1691,Cummings and Romanoff,0
Madison,10913,Cummings and Romanoff,0
Manchester,24838,Cummings and Romanoff,0
Mansfield,11481,Cummings and Romanoff,0
Marlborough,3639,Cummings and Romanoff,0
Meriden,22443,Cummings and Romanoff,0
Middlebury,4495,Cummings and Romanoff,0
Middlefield,2636,Cummings and Romanoff,0
Middletown,21244,Cummings and Romanoff,0
Milford,28151,Cummings and Romanoff,0
Monroe,10908,Cummings and Romanoff,0
Montville,7972,Cummings and Romanoff,0
Morris,1418,Cummings and Romanoff,0
Naugatuck,13182,Cummings and Romanoff,0
New Britain,22328,Cummings and Romanoff,0
New Canaan,10966,Cummings and Romanoff,0
New Fairfield,7677,Cummings and Romanoff,0
New Hartford,4122,Cummings and Romanoff,0
New Haven,41688,Cummings and Romanoff,0
New London,8687,Cummings and Romanoff,0
New Millford,13668,Cummings and Romanoff,0
Newington,15691,Cummings and Romanoff,0
Newtown,15359,Cummings and Romanoff,0
Norfolk,967,Cummings and Romanoff,0
North Branford,7654,Cummings and Romanoff,0
North Canaan,1509,Cummings and Romanoff,0
North Haven,13589,Cummings and Romanoff,0
North Stonington,3030,Cummings and Romanoff,0
Norwalk,38232,Cummings and Romanoff,0
Norwich,13476,Cummings and Romanoff,0
Old Lyme,4709,Cummings and Romanoff,0
Old Saybrook,6225,Cummings and Romanoff,0
Orange,8367,Cummings and Romanoff,0
Oxford,7343,Cummings and Romanoff,0
Plainfield,6120,Cummings and Romanoff,0
Plainville,8703,Cummings and Romanoff,0
Plymouth,5810,Cummings and Romanoff,0
Pomfret,2232,Cummings and Romanoff,0
Portland,5253,Cummings and Romanoff,0
Preston,2514,Cummings and Romanoff,0
Prospect,5585,Cummings and Romanoff,0
Putnam,3657,Cummings and Romanoff,0
Redding,5487,Cummings and Romanoff,0
Ridgefield,14296,Cummings and Romanoff,0
Rocky Hill,9838,Cummings and Romanoff,0
Roxbury,1474,Cummings and Romanoff,0
Salem,2346,Cummings and Romanoff,0
Salisbury,2331,Cummings and Romanoff,0
Scotland,909,Cummings and Romanoff,0
Seymour,8206,Cummings and Romanoff,0
Sharon,1416,Cummings and Romanoff,0
Shelton,20857,Cummings and Romanoff,0
Sherman,2137,Cummings and Romanoff,0
Simsbury,13984,Cummings and Romanoff,0
Somers,5694,Cummings and Romanoff,0
South Windsor,13954,Cummings and Romanoff,0
Southbury,11580,Cummings and Romanoff,0
Southington,23318,Cummings and Romanoff,0
Sprague,1509,Cummings and Romanoff,0
Stafford,6034,Cummings and Romanoff,0
Stamford,52258,Cummings and Romanoff,0
Sterling,1684,Cummings and Romanoff,0
Stonington,10173,Cummings and Romanoff,0
Stratford,25251,Cummings and Romanoff,0
Suffield,7558,Cummings and Romanoff,0
Thomaston,3971,Cummings and Romanoff,0
Thompson,4508,Cummings and Romanoff,0
Tolland,8499,Cummings and Romanoff,0
Torrington,15131,Cummings and Romanoff,0
Trumbull,19846,Cummings and Romanoff,0
Union,496,Cummings and Romanoff,0
Vernon,13559,Cummings and Romanoff,0
Voluntown,1385,Cummings and Romanoff,0
Wallingford,22636,Cummings and Romanoff,0
Warren,858,Cummings and Romanoff,0
Washington,2082,Cummings and Romanoff,0
Waterbury,33719,Cummings and Romanoff,0
Waterford,10683,Cummings and Romanoff,0
Watertown,11884,Cummings and Romanoff,0
West Hartford,33346,Cummings and Romanoff,0
West Haven,20969,Cummings and Romanoff,1
Westbrook,3792,Cummings and Romanoff,0
Weston,5712,Cummings and Romanoff,0
Westport,15444,Cummings and Romanoff,0
Wethersfield,14222,Cummings and Romanoff,0
Willington,2996,Cummings and Romanoff,0
Wilton,10391,Cummings and Romanoff,0
Winchester,4994,Cummings and Romanoff,0
Windham,8403,Cummings and Romanoff,0
Windsor,16016,Cummings and Romanoff,0
Windsor Locks,6146,Cummings and Romanoff,0
Wolcott,9092,Cummings and Romanoff,0
Woodbridge,5353,Cummings and Romanoff,0
Woodbury,5930,Cummings and Romanoff,3
Woodstock,4486,Cummings and Romanoff,0
Andover,1908,De La Fuente and Steinberg,0
Ansonia,7478,De La Fuente and Steinberg,0
Ashford,2332,De La Fuente and Steinberg,0
Avon,10602,De La Fuente and Steinberg,0
Barkhamsted,2200,De La Fuente and Steinberg,0
Beacon Falls,3332,De La Fuente and Steinberg,0
Berlin,11601,De La Fuente and Steinberg,0
Bethany,3380,De La Fuente and Steinberg,0
Bethel,9846,De La Fuente and Steinberg,0
Bethlehem,2317,De La Fuente and Steinberg,0
Bloomfield,11639,De La Fuente and Steinberg,0
Bolton,3002,De La Fuente and Steinberg,0
Bozrah,1390,De La Fuente and Steinberg,0
Branford,15605,De La Fuente and Steinberg,0
Bridgeport,39560,De La Fuente and Steinberg,0
Bridgewater,1141,De La Fuente and Steinberg,0
Bristol,26455,De La Fuente and Steinberg,0
Brookfield,9580,De La Fuente and Steinberg,0
Brooklyn,3720,De La Fuente and Steinberg,0
Burlington,5385,De La Fuente and Steinberg,0
Canaan,592,De La Fuente and Steinberg,0
Canterbury,2712,De La Fuente and Steinberg,0
Canton,6002,De La Fuente and Steinberg,0
Chaplin,1151,De La Fuente and Steinberg,0
Cheshire,15421,De La Fuente and Steinberg,0
Chester,2273,De La Fuente and Steinberg,1
Clinton,7191,De La Fuente and Steinberg,0
Colchester,8591,De La Fuente and Steinberg,0
Colebrook,899,De La Fuente and Steinberg,0
Columbia,3284,De La Fuente and Steinberg,0
Cornwall,923,De La Fuente and Steinberg,0
Coventry,6783,De La Fuente and Steinberg,0
Cromwell,7714,De La Fuente and Steinberg,0
Danbury,28849,De La Fuente and Steinberg,1
Darien,11265,De La Fuente and Steinberg,0
Deep River,2606,De La Fuente and Steinberg,0
Derby,5150,De La Fuente and Steinberg,0
Durham,4281,De La Fuente and Steinberg,0
East Granby,2950,De La Fuente and Steinberg,0
East Haddam,5087,De La Fuente and Steinberg,0
East Hampton,7245,De La Fuente and Steinberg,0
East Hartford,19047,De La Fuente and Steinberg,0
East Haven,12657,De La Fuente and Steinberg,0
East Lyme,10213,De La Fuente and Steinberg,0
East Windsor,5301,De La Fuente and Steinberg,0
Eastford,962,De La Fuente and Steinberg,0
Easton,4526,De La Fuente and Steinberg,0
Ellington,8202,De La Fuente and Steinberg,0
Enfield,18959,De La Fuente and Steinberg,0
Essex,4092,De La Fuente and Steinberg,0
Fairfield,31553,De La Fuente and Steinberg,0
Farmington,14303,De La Fuente and Steinberg,0
Franklin,1097,De La Fuente and Steinberg,0
Glastonbury,19625,De La Fuente and Steinberg,0
Goshen,1823,De La Fuente and Steinberg,0
Granby,6509,De La Fuente and Steinberg,0
Greenwich,31209,De La Fuente and Steinberg,0
Griswold,5276,De La Fuente and Steinberg,0
Groton,15357,De La Fuente and Steinberg,0
Guilford,13323,De La Fuente and Steinberg,0
Haddam,4970,De La Fuente and Steinberg,0
Hamden,27695,De La Fuente and Steinberg,0
Hampton,1059,De La Fuente and Steinberg,0
Hartford,33667,De La Fuente and Steinberg,0
Hartland,1238,De La Fuente and Steinberg,0
Harwinton,3407,De La Fuente and Steinberg,0
Hebron,5486,De La Fuente and Steinberg,0
Kent,1716,De La Fuente and Steinberg,0
Killingly,6888,De La Fuente and Steinberg,0
Killingworth,4015,De La Fuente and Steinberg,0
Lebanon,3948,De La Fuente and Steinberg,0
Ledyard,7300,De La Fuente and Steinberg,0
Lisbon,2181,De La Fuente and Steinberg,0
Litchfield,4859,De La Fuente and Steinberg,0
Lyme,1691,De La Fuente and Steinberg,0
Madison,10913,De La Fuente and Steinberg,0
Manchester,24838,De La Fuente and Steinberg,0
Mansfield,11481,De La Fuente and Steinberg,0
Marlborough,3639,De La Fuente and Steinberg,1
Meriden,22443,De La Fuente and Steinberg,0
Middlebury,4495,De La Fuente and Steinberg,0
Middlefield,2636,De La Fuente and Steinberg,0
Middletown,21244,De La Fuente and Steinberg,0
Milford,28151,De La Fuente and Steinberg,0
Monroe,10908,De La Fuente and Steinberg,0
Montville,7972,De La Fuente and Steinberg,0
Morris,1418,De La Fuente and Steinberg,0
Naugatuck,13182,De La Fuente and Steinberg,0
New Britain,22328,De La Fuente and Steinberg,0
New Canaan,10966,De La Fuente and Steinberg,0
New Fairfield,7677,De La Fuente and Steinberg,0
New Hartford,4122,De La Fuente and Steinberg,0
New Haven,41688,De La Fuente and Steinberg,0
New London,8687,De La Fuente and Steinberg,0
New Millford,13668,De La Fuente and Steinberg,0
Newington,15691,De La Fuente and Steinberg,0
Newtown,15359,De La Fuente and Steinberg,0
Norfolk,967,De La Fuente and Steinberg,0
North Branford,7654,De La Fuente and Steinberg,0
North Canaan,1509,De La Fuente and Steinberg,0
North Haven,13589,De La Fuente and Steinberg,1
North Stonington,3030,De La Fuente and Steinberg,0
Norwalk,38232,De La Fuente and Steinberg,0
Norwich,13476,De La Fuente and Steinberg,0
Old Lyme,4709,De La Fuente and Steinberg,0
Old Saybrook,6225,De La Fuente and Steinberg,0
Orange,8367,De La Fuente and Steinberg,0
Oxford,7343,De La Fuente and Steinberg,0
Plainfield,6120,De La Fuente and Steinberg,0
Plainville,8703,De La Fuente and Steinberg,0
Plymouth,5810,De La Fuente and Steinberg,0
Pomfret,2232,De La Fuente and Steinberg,0
Portland,5253,De La Fuente and Steinberg,0
Preston,2514,De La Fuente and Steinberg,0
Prospect,5585,De La Fuente and Steinberg,0
Putnam,3657,De La Fuente and Steinberg,0
Redding,5487,De La Fuente and Steinberg,0
Ridgefield,14296,De La Fuente and Steinberg,0
Rocky Hill,9838,De La Fuente and Steinberg,0
Roxbury,1474,De La Fuente and Steinberg,0
Salem,2346,De La Fuente and Steinberg,0
Salisbury,2331,De La Fuente and Steinberg,0
Scotland,909,De La Fuente and Steinberg,0
Seymour,8206,De La Fuente and Steinberg,0
Sharon,1416,De La Fuente and Steinberg,0
Shelton,20857,De La Fuente and Steinberg,0
Sherman,2137,De La Fuente and Steinberg,0
Simsbury,13984,De La Fuente and Steinberg,0
Somers,5694,De La Fuente and Steinberg,0
South Windsor,13954,De La Fuente and Steinberg,0
Southbury,11580,De La Fuente and Steinberg,0
Southington,23318,De La Fuente and Steinberg,0
Sprague,1509,De La Fuente and Steinberg,0
Stafford,6034,De La Fuente and Steinberg,0
Stamford,52258,De La Fuente and Steinberg,1
Sterling,1684,De La Fuente and Steinberg,0
Stonington,10173,De La Fuente and Steinberg,1
Stratford,25251,De La Fuente and Steinberg,0
Suffield,7558,De La Fuente and Steinberg,0
Thomaston,3971,De La Fuente and Steinberg,0
Thompson,4508,De La Fuente and Steinberg,0
Tolland,8499,De La Fuente and Steinberg,0
Torrington,15131,De La Fuente and Steinberg,0
Trumbull,19846,De La Fuente and Steinberg,0
Union,496,De La Fuente and Steinberg,0
Vernon,13559,De La Fuente and Steinberg,1
Voluntown,1385,De La Fuente and Steinberg,0
Wallingford,22636,De La Fuente and Steinberg,0
